UNITID,STAT_AL,PRCH_AL,IDX_AL,LCOLELYN,LPBOOKS,LEBOOKS,LPMEDIA,LPCLLCT,LBRANCH,LSALWAG,LFRNGBYN,LFRNGBN,LEXMSBB,LEXMSCS,LEXMSOT,LEXMSTL,LEXOMPS,LEXOMOT,LEXOMTL,LEXPTNFB,LILLDPR,LILLDRC,LSUPPVRS
138901,2,-2,-2,2,50614.0,27406.0,426.0,51040.0,0.0,233873.0,1.0,,13716.0,33099.0,0.0,46815.0,0.0,17704.0,17704.0,298392.0,113.0,20.0,2
138929,2,-2,-2,2,97730.0,34513.0,566.0,98296.0,0.0,,2.0,,14376.0,630002.0,0.0,644378.0,6500.0,3240.0,9740.0,1116164.0,75.0,105.0,1
138947,1,1,138947,2,352857.0,49926.0,7559.0,360416.0,0.0,3648706.0,1.0,410734.0,296016.0,1100450.0,3833.0,1400299.0,14666.0,4644564.0,4659230.0,9708235.0,1977.0,2245.0,1
138956,4,-2,-2,-1,72625.0,46873.0,10416.0,83041.0,2.0,,2.0,,77027.0,40532.0,5000.0,122559.0,1000.0,6449.0,7449.0,542181.0,46.0,0.0,-1
138983,1,-2,-2,2,704977.0,62504.0,6338.0,711315.0,0.0,1415800.0,1.0,348579.0,115046.0,352198.0,395.0,467639.0,3124.0,221151.0,224275.0,2107714.0,3948.0,750.0,1
139010,2,-2,-2,2,42399.0,0.0,3583.0,45982.0,1.0,188991.0,1.0,,60469.0,10492.0,0.0,70961.0,0.0,62255.0,62255.0,322207.0,1130.0,308.0,2
139074,2,-2,-2,2,12972.0,254.0,577.0,13549.0,0.0,173076.0,2.0,,125000.0,47160.0,25696.0,197856.0,150.0,11937.0,12087.0,383019.0,1.0,10.0,1
139144,1,-2,-2,2,280360.0,34193.0,8591.0,288951.0,0.0,591177.0,2.0,0.0,136975.0,341224.0,190936.0,669135.0,1500.0,138061.0,139561.0,1399873.0,2787.0,3292.0,1
139153,2,-2,-2,2,48025.0,0.0,2242.0,50267.0,0.0,84567.0,1.0,,9452.0,6800.0,114.0,16366.0,96.0,17994.0,18090.0,119023.0,0.0,14.0,2
139199,2,-2,-2,2,86567.0,60792.0,3196.0,89763.0,0.0,,2.0,,51500.0,113000.0,0.0,164500.0,0.0,41000.0,41000.0,552718.0,307.0,557.0,1
139205,1,-2,-2,2,88846.0,0.0,6923.0,95769.0,0.0,126547.0,2.0,,28946.0,37776.0,15.0,66737.0,2441.0,22148.0,24589.0,217873.0,34.0,80.0,1
139250,2,-2,-2,2,44536.0,45870.0,1389.0,45925.0,1.0,,2.0,,82520.0,85321.0,13023.0,180864.0,2087.0,53006.0,55093.0,765692.0,452.0,104.0,1
139278,2,-2,-2,2,34000.0,29000.0,2490.0,36490.0,3.0,,2.0,,27910.0,24520.0,7040.0,59470.0,0.0,2000.0,2000.0,439014.0,69.0,110.0,2
139311,1,-2,-2,2,113818.0,27418.0,12851.0,126669.0,0.0,500838.0,1.0,153061.0,75987.0,299801.0,0.0,375788.0,879.0,160598.0,161477.0,1038103.0,567.0,1270.0,1
139348,2,-2,-2,2,195197.0,66.0,5367.0,200564.0,0.0,,2.0,,110657.0,100874.0,0.0,211531.0,2748.0,40279.0,43027.0,940356.0,865.0,240.0,1
139357,1,-2,-2,2,28425.0,52297.0,1140.0,29565.0,0.0,,1.0,,42143.0,47859.0,20.0,90022.0,1599.0,17099.0,18698.0,369683.0,54.0,52.0,1
139366,1,-2,-2,2,405514.0,31066.0,20431.0,425945.0,1.0,687175.0,1.0,177719.0,27024.0,420076.0,652.0,447752.0,2497.0,112323.0,114820.0,1249747.0,852.0,4041.0,1
139384,4,-2,-2,-1,20180.0,24110.0,1513.0,21693.0,2.0,,2.0,,78401.0,14161.0,6100.0,98662.0,100.0,16069.0,16169.0,433627.0,66.0,71.0,-1
139393,1,-2,-2,2,90629.0,92119.0,4214.0,94843.0,0.0,301000.0,2.0,,80953.0,129609.0,92411.0,302973.0,5000.0,70103.0,75103.0,679076.0,637.0,2298.0,2
139463,1,-2,-2,2,135597.0,59609.0,10134.0,145731.0,0.0,,2.0,,108996.0,99790.0,1978.0,210764.0,286.0,48131.0,48417.0,618068.0,1908.0,1146.0,1
139533,1,2,144759,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
139579,1,-2,-2,2,40242.0,12692.0,602.0,40844.0,0.0,142025.0,1.0,,105013.0,160509.0,23088.0,288610.0,0.0,13132.0,13132.0,443767.0,16.0,240.0,1
139621,1,-2,-2,2,46101.0,28215.0,1392.0,47493.0,0.0,147018.0,1.0,,6572.0,19725.0,8636.0,34933.0,0.0,25941.0,25941.0,207892.0,306.0,114.0,1
139630,2,-2,-2,2,47719.0,38333.0,2839.0,50558.0,0.0,110305.0,2.0,,28000.0,21400.0,800.0,50200.0,100.0,3810.0,3910.0,164415.0,262.0,150.0,1
139658,1,-2,-2,2,3619813.0,380834.0,105006.0,3724819.0,9.0,12661291.0,2.0,0.0,3245756.0,7084091.0,5412975.0,15742822.0,86928.0,5101206.0,5188134.0,33592247.0,24392.0,17001.0,1
139700,1,-2,-2,2,82654.0,72000.0,7185.0,89839.0,2.0,409243.0,1.0,98685.0,155692.0,59324.0,989.0,216005.0,1114.0,30061.0,31175.0,656423.0,128.0,125.0,1
139719,1,-2,-2,2,183710.0,34415.0,8169.0,191879.0,2.0,,1.0,,145769.0,169781.0,450.0,316000.0,700.0,57398.0,58098.0,809658.0,443.0,369.0,1
139755,2,-2,-2,2,2556729.0,90934.0,325787.0,2882516.0,1.0,5369266.0,1.0,1281922.0,217714.0,5533639.0,334179.0,6085532.0,0.0,716891.0,716891.0,12171689.0,15665.0,11348.0,1
139764,2,-2,-2,2,510494.0,32238.0,11699.0,522193.0,0.0,,1.0,,38595.0,96446.0,0.0,135041.0,146.0,42914.0,43060.0,572625.0,711.0,423.0,1
139773,2,-2,-2,2,82080.0,73217.0,4226.0,86306.0,1.0,370431.0,2.0,0.0,112500.0,19845.0,0.0,132345.0,1668.0,192453.0,194121.0,696897.0,469.0,209.0,1
139861,1,-2,-2,2,145108.0,28036.0,11947.0,157055.0,0.0,1215241.0,1.0,105892.0,168287.0,149152.0,9813.0,327252.0,11595.0,172399.0,183994.0,1726487.0,2986.0,2989.0,1
139904,2,1,139904,2,30867.0,0.0,1241.0,32108.0,5.0,,1.0,,165429.0,78000.0,500.0,243929.0,2500.0,1500.0,4000.0,522382.0,86.0,48.0,1
139931,2,-2,-2,2,1361591.0,51819.0,29443.0,1391034.0,0.0,2014828.0,1.0,598207.0,190810.0,1084920.0,30215.0,1305945.0,22074.0,93394.0,115468.0,3436241.0,7431.0,4634.0,1
139940,1,-2,-2,2,1639223.0,331913.0,7787878.0,9427101.0,1.0,4825828.0,2.0,0.0,1161197.0,5078837.0,52419.0,6292453.0,3549.0,664630.0,668179.0,11786460.0,31299.0,20466.0,1
139959,2,-2,-2,2,4810192.0,383014.0,2662940.0,7473132.0,9.0,10062586.0,2.0,0.0,1686393.0,8175631.0,179458.0,10041482.0,262442.0,2202379.0,2464821.0,22568889.0,36395.0,6976.0,1
139968,1,-2,-2,2,103627.0,27474.0,4796.0,108423.0,0.0,,1.0,,82906.0,35086.0,0.0,117992.0,998.0,35154.0,36152.0,501984.0,818.0,548.0,2
139986,2,-2,-2,2,35193.0,33938.0,2011.0,37204.0,1.0,373492.0,2.0,,394553.0,28512.0,0.0,423065.0,0.0,39898.0,39898.0,922820.0,29.0,13.0,1
139995,4,-2,-2,-1,4200.0,0.0,112.0,4312.0,1.0,,2.0,,1200.0,0.0,0.0,1200.0,0.0,0.0,0.0,40748.0,0.0,0.0,-1
140003,4,-2,-2,-1,2140.0,0.0,112.0,2252.0,0.0,,2.0,,6000.0,3500.0,0.0,9500.0,0.0,604.0,604.0,49866.0,0.0,0.0,-1
140012,2,-2,-2,2,15913.0,52763.0,1744.0,17657.0,0.0,272513.0,1.0,,22000.0,8500.0,740.0,31240.0,0.0,35055.0,35055.0,338808.0,71.0,14.0,1
140076,2,-2,-2,2,32607.0,4076.0,2757.0,35364.0,13.0,,1.0,,24000.0,1611.0,0.0,25611.0,15000.0,5836.0,20836.0,270085.0,0.0,0.0,1
140085,1,-2,-2,2,23655.0,11174.0,1877.0,25532.0,0.0,159726.0,2.0,,45567.0,12023.0,34471.0,92061.0,300.0,19664.0,19964.0,271751.0,399.0,34.0,1
140146,1,2,138947,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
140164,2,-2,-2,2,685878.0,160000.0,26963.0,712841.0,0.0,1543527.0,1.0,321502.0,850000.0,750000.0,90000.0,1690000.0,1500.0,439000.0,440500.0,3674027.0,2329.0,7813.0,1
140234,2,-2,-2,2,120512.0,245553.0,8438.0,128950.0,0.0,,1.0,,123493.0,71172.0,87059.0,281724.0,2024.0,59415.0,61439.0,699973.0,400.0,578.0,1
140243,2,-2,-2,2,13833.0,26442.0,1651.0,15484.0,4.0,214120.0,2.0,,18117.0,2759.0,660.0,21536.0,0.0,27339.0,27339.0,262995.0,12.0,1.0,1
140252,1,-2,-2,2,49412.0,31319.0,7728.0,57140.0,0.0,476200.0,1.0,56860.0,125741.0,152893.0,55.0,278689.0,540.0,67179.0,67719.0,822608.0,12538.0,496.0,1
140304,1,-2,-2,2,22000.0,45000.0,2200.0,24200.0,1.0,,2.0,,108970.0,50414.0,8.0,159392.0,0.0,10290.0,10290.0,497716.0,187.0,51.0,1
140322,1,-2,-2,2,96925.0,71262.0,3420.0,100345.0,0.0,388257.0,1.0,99934.0,81140.0,64108.0,411.0,145659.0,2426.0,53138.0,55564.0,589480.0,624.0,1039.0,1
140331,1,-2,-2,2,58962.0,110829.0,7315.0,66277.0,6.0,,1.0,,152128.0,36544.0,0.0,188672.0,0.0,25993.0,25993.0,860421.0,307.0,76.0,1
140340,1,-2,-2,2,6509.0,0.0,78.0,6587.0,0.0,,2.0,,6927.0,30917.0,0.0,37844.0,0.0,6563.0,6563.0,100795.0,6.0,1.0,1
140401,2,-2,-2,2,166744.0,290.0,1681.0,168425.0,1.0,,1.0,,35984.0,1217505.0,8087.0,1261576.0,0.0,59866.0,59866.0,2296830.0,3628.0,559.0,1
140447,2,-2,-2,2,864793.0,64449.0,70477.0,935270.0,7.0,3532187.0,1.0,1248231.0,566031.0,1924050.0,336403.0,2826484.0,12176.0,1436258.0,1448434.0,7807105.0,10360.0,5494.0,1
140483,2,-2,-2,2,103000.0,5000.0,255.0,103255.0,2.0,,1.0,,23000.0,42000.0,300.0,65300.0,0.0,2500.0,2500.0,301850.0,103.0,94.0,1
140553,1,2,138947,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
140562,2,-2,-2,2,89328.0,554.0,3376.0,92704.0,0.0,581690.0,1.0,140000.0,56546.0,716509.0,4000.0,777055.0,0.0,296350.0,296350.0,1655095.0,310.0,749.0,1
140599,2,-2,-2,2,7769.0,4076.0,1808.0,9577.0,3.0,111880.0,2.0,,988.0,6000.0,5500.0,12488.0,300.0,11600.0,11900.0,136268.0,25.0,18.0,2
140669,1,-2,-2,2,174159.0,65551.0,1826.0,175985.0,0.0,,1.0,,77789.0,242969.0,600.0,321358.0,1400.0,74423.0,75823.0,1169789.0,2254.0,4775.0,1
140678,2,-2,-2,2,20625.0,39211.0,2556.0,23181.0,2.0,,2.0,,66680.0,8637.0,4100.0,79417.0,665.0,27415.0,28080.0,368733.0,162.0,70.0,1
140696,2,-2,-2,2,165706.0,14992.0,8881.0,174587.0,0.0,235915.0,2.0,,50770.0,40957.0,7693.0,99420.0,1293.0,33167.0,34460.0,369795.0,451.0,1075.0,1
140720,2,-2,-2,2,76338.0,17308.0,569.0,76907.0,0.0,351941.0,1.0,65272.0,13000.0,53000.0,1400.0,67400.0,500.0,31000.0,31500.0,450841.0,107.0,183.0,2
140818,2,-2,-2,2,98398.0,64179.0,2752.0,101150.0,1.0,,2.0,,63810.0,86932.0,45450.0,196192.0,0.0,14600.0,14600.0,594692.0,290.0,372.0,1
140872,2,-2,-2,2,59392.0,81611.0,2702.0,62094.0,1.0,,1.0,,79300.0,96000.0,2900.0,178200.0,0.0,7500.0,7500.0,419891.0,271.0,406.0,2
140942,2,-2,-2,2,28205.0,65000.0,2900.0,31105.0,1.0,,2.0,,35000.0,0.0,7000.0,42000.0,3000.0,30000.0,33000.0,314600.0,0.0,0.0,1
140951,1,-2,-2,2,138889.0,47534.0,5658.0,144547.0,1.0,,2.0,,440812.0,350000.0,8230.0,799042.0,22000.0,70000.0,92000.0,2121202.0,1723.0,522.0,1
140960,1,-2,-2,2,145372.0,64342.0,2489.0,147861.0,0.0,508553.0,1.0,182564.0,29905.0,130554.0,171.0,160630.0,0.0,207561.0,207561.0,876744.0,967.0,578.0,1
140988,1,1,140988,2,144673.0,51199.0,65397.0,210070.0,3.0,,2.0,,57009.0,177226.0,1000.0,235235.0,0.0,26939.0,26939.0,520563.0,510.0,385.0,1
140997,2,-2,-2,2,63298.0,30593.0,1451.0,64749.0,0.0,186829.0,1.0,,10057.0,10706.0,968.0,21731.0,0.0,38770.0,38770.0,247330.0,129.0,49.0,1
141006,1,-2,-2,2,17032.0,48918.0,247.0,17279.0,1.0,152016.0,2.0,,4862.0,4494.0,0.0,9356.0,0.0,32446.0,32446.0,193818.0,0.0,0.0,2
141060,1,2,138947,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
141097,1,-2,-2,2,129954.0,0.0,330.0,130284.0,0.0,,1.0,,63800.0,250750.0,2200.0,316750.0,5450.0,40070.0,45520.0,817888.0,1302.0,447.0,2
141158,2,-2,-2,2,27172.0,24754.0,1049.0,28221.0,1.0,204407.0,2.0,,29979.0,10735.0,1420.0,42134.0,0.0,13499.0,13499.0,260040.0,82.0,13.0,1
141167,2,-2,-2,2,31497.0,35452.0,408.0,31905.0,0.0,,2.0,,42706.0,49510.0,537.0,92753.0,307.0,395.0,702.0,308740.0,49.0,71.0,1
141185,1,-2,-2,2,80557.0,63348.0,1927.0,82484.0,1.0,285385.0,1.0,58696.0,7694.0,51564.0,798.0,60056.0,124.0,27765.0,27889.0,373330.0,211.0,213.0,1
141237,2,-2,-2,2,41706.0,0.0,5028.0,46734.0,0.0,117087.0,2.0,,29256.0,11363.0,0.0,40619.0,0.0,23544.0,23544.0,181250.0,0.0,0.0,1
141255,1,-2,-2,2,15954.0,47839.0,2428.0,18382.0,2.0,220865.0,2.0,,105101.0,9754.0,100.0,114955.0,0.0,27462.0,27462.0,363282.0,38.0,33.0,1
141264,1,-2,-2,2,540680.0,47403.0,24978.0,565658.0,0.0,1864106.0,1.0,422443.0,248103.0,1057388.0,9271.0,1314762.0,1313.0,221904.0,223217.0,3402085.0,4913.0,5209.0,1
141307,1,-2,-2,2,37062.0,27909.0,4178.0,41240.0,0.0,183636.0,1.0,,8065.0,17963.0,3602.0,29630.0,57.0,22287.0,22344.0,235610.0,162.0,66.0,1
141325,2,-2,-2,2,146375.0,21139.0,4810.0,151185.0,0.0,,1.0,,45757.0,114868.0,6448.0,167073.0,3395.0,27628.0,31023.0,416448.0,303.0,614.0,2
141334,2,-2,-2,2,423399.0,30175.0,12215.0,435614.0,1.0,1653596.0,2.0,0.0,485104.0,212060.0,20137.0,717301.0,9255.0,520783.0,530038.0,2900935.0,7692.0,2732.0,1
141361,1,-2,-2,2,52531.0,51644.0,5073.0,57604.0,0.0,238943.0,2.0,,101284.0,23426.0,1625.0,126335.0,1617.0,33935.0,35552.0,400830.0,124.0,143.0,1
141468,4,-2,-2,-1,1979.0,0.0,140.0,2119.0,0.0,140175.0,2.0,,9500.0,4000.0,0.0,13500.0,0.0,399.0,399.0,154074.0,0.0,0.0,-1
141486,1,-2,-2,2,58204.0,50303.0,2491.0,60695.0,0.0,259630.0,1.0,54201.0,80583.0,35316.0,196.0,116095.0,1013.0,86639.0,87652.0,463377.0,12.0,21.0,1
141565,1,1,141565,2,231736.0,61310.0,11613.0,243349.0,0.0,1221797.0,2.0,0.0,49682.0,382369.0,881.0,432932.0,6323.0,217297.0,223620.0,1878349.0,75.0,310.0,1
141574,1,-2,-2,2,3061090.0,67329.0,73731.0,3134821.0,6.0,7871866.0,2.0,0.0,420274.0,5695354.0,253229.0,6368857.0,124623.0,842392.0,967015.0,15207738.0,5827.0,27759.0,1
141644,2,-2,-2,2,104000.0,72000.0,6300.0,110300.0,2.0,,2.0,,350000.0,500000.0,7000.0,857000.0,0.0,10000.0,10000.0,2824728.0,0.0,109.0,1
141680,2,-2,-2,2,62253.0,0.0,1136.0,63389.0,0.0,,2.0,,109995.0,30650.0,0.0,140645.0,0.0,27000.0,27000.0,786984.0,469.0,196.0,2
141796,2,-2,-2,2,75405.0,50790.0,934.0,76339.0,0.0,,2.0,,16511.0,70000.0,8568.0,95079.0,0.0,11621.0,11621.0,1015574.0,939.0,340.0,1
141802,4,-2,-2,-1,64670.0,51658.0,1439.0,66109.0,0.0,234123.0,2.0,,38477.0,21640.0,523.0,60640.0,425.0,35415.0,35840.0,330603.0,290.0,76.0,-1
141811,2,-2,-2,2,71229.0,61869.0,1463.0,72692.0,0.0,,2.0,,18976.0,41278.0,0.0,60254.0,415.0,38682.0,39097.0,700213.0,667.0,272.0,1
141936,2,-2,-2,2,1488.0,0.0,42.0,1530.0,0.0,,2.0,,8484.0,0.0,0.0,8484.0,0.0,4746.0,4746.0,39027.0,0.0,0.0,2
141981,1,-2,-2,2,28471.0,49971.0,1510.0,29981.0,0.0,116429.0,2.0,,13146.0,53231.0,450.0,66827.0,0.0,11958.0,11958.0,195214.0,412.0,206.0,1
141990,1,-2,-2,2,42807.0,0.0,3364.0,46171.0,0.0,345081.0,2.0,0.0,31800.0,13354.0,4681.0,49835.0,4916.0,39143.0,44059.0,438975.0,874.0,72.0,1
142090,2,-2,-2,2,33759.0,0.0,1006.0,34765.0,0.0,80358.0,2.0,,16088.0,21835.0,82.0,38005.0,108.0,8848.0,8956.0,127319.0,0.0,3.0,2
142115,1,-2,-2,2,721208.0,1934.0,44565.0,765773.0,0.0,2851428.0,1.0,1046017.0,781395.0,2483790.0,43432.0,3308617.0,30734.0,626290.0,657024.0,6817069.0,6520.0,16096.0,1
142179,2,-2,-2,2,17020.0,2136.0,883.0,17903.0,0.0,96671.0,1.0,,30000.0,7500.0,12500.0,50000.0,0.0,14000.0,14000.0,160671.0,125.0,155.0,2
142276,1,-2,-2,2,1025817.0,741.0,4370.0,1030187.0,0.0,1699202.0,1.0,637814.0,328480.0,1886540.0,2281.0,2217301.0,24910.0,193347.0,218257.0,4134760.0,3806.0,3260.0,1
142285,1,-2,-2,2,1260182.0,23237.0,10728.0,1270910.0,0.0,1784319.0,1.0,742373.0,287340.0,2943657.0,16827.0,3247824.0,2737.0,235225.0,237962.0,5270105.0,16904.0,10711.0,1
142294,4,-2,-2,-1,156756.0,0.0,1716.0,158472.0,0.0,,2.0,,23998.0,144559.0,0.0,168557.0,2100.0,23973.0,26073.0,391630.0,915.0,2798.0,-1
142328,1,-2,-2,2,178667.0,943.0,7763.0,186430.0,0.0,445955.0,1.0,165241.0,111348.0,216383.0,0.0,327731.0,0.0,97890.0,97890.0,871576.0,2219.0,2062.0,1
142337,4,-2,-2,-1,3337.0,27693.0,346.0,3683.0,0.0,,2.0,,3071.0,1429.0,33.0,4533.0,0.0,340.0,340.0,72236.0,0.0,2.0,-1
142443,2,-2,-2,2,74879.0,52000.0,15466.0,90345.0,0.0,,1.0,,145424.0,144988.0,22500.0,312912.0,500.0,70460.0,70960.0,874131.0,915.0,200.0,1
142461,1,-2,-2,2,138789.0,6568.0,3702.0,142491.0,0.0,299348.0,2.0,0.0,42940.0,163565.0,5292.0,211797.0,1210.0,49178.0,50388.0,561533.0,963.0,2228.0,1
142522,2,-2,-2,2,528289.0,432267.0,20707.0,548996.0,0.0,1401455.0,2.0,0.0,694912.0,70396.0,4800.0,770108.0,1632.0,103724.0,105356.0,2276919.0,2120.0,3881.0,1
142559,1,-2,-2,2,68392.0,15867.0,4773.0,73165.0,0.0,,1.0,,33163.0,63517.0,7377.0,104057.0,377.0,46798.0,47175.0,519107.0,457.0,494.0,1
142832,2,-2,-2,2,12869.0,11869.0,550.0,13419.0,0.0,236098.0,2.0,,40000.0,41885.0,60597.0,142482.0,0.0,51844.0,51844.0,430424.0,1439.0,3754.0,1
142887,4,-2,-2,-1,2488.0,0.0,81.0,2569.0,0.0,,2.0,,3196.0,6439.0,0.0,9635.0,0.0,500.0,500.0,70198.0,0.0,0.0,-1
143048,1,-2,-2,2,100913.0,17.0,144519.0,245432.0,0.0,742156.0,1.0,194625.0,165477.0,100198.0,16516.0,282191.0,17392.0,131138.0,148530.0,1172877.0,4671.0,10946.0,1
143084,1,-2,-2,2,199838.0,0.0,3068.0,202906.0,0.0,742004.0,1.0,173646.0,106798.0,292149.0,9084.0,408031.0,11403.0,113381.0,124784.0,1274819.0,8433.0,12097.0,1
143118,2,-2,-2,2,83589.0,3970.0,7038.0,90627.0,0.0,367228.0,2.0,0.0,169326.0,101175.0,2800.0,273301.0,0.0,200000.0,200000.0,840529.0,3241.0,1404.0,1
143215,2,-2,-2,2,84743.0,613.0,5678.0,90421.0,2.0,,1.0,,31566.0,47577.0,0.0,79143.0,0.0,41309.0,41309.0,686809.0,8546.0,7169.0,1
143233,4,2,150455,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
143279,1,-2,-2,2,51110.0,10650.0,34.0,51144.0,1.0,,2.0,,24975.0,30050.0,480.0,55505.0,0.0,24870.0,24870.0,364869.0,1661.0,1817.0,1
143288,2,-2,-2,2,71753.0,3598.0,2635.0,74388.0,1.0,,2.0,,32841.0,8690.0,2885.0,44416.0,0.0,7435.0,7435.0,219026.0,4671.0,1520.0,1
143297,1,-2,-2,2,3628.0,100.0,246.0,3874.0,0.0,140338.0,2.0,,3882.0,58940.0,15.0,62837.0,0.0,14420.0,14420.0,217595.0,764.0,378.0,1
143358,1,-2,-2,2,530980.0,4500.0,14686.0,545666.0,0.0,1261029.0,2.0,0.0,162310.0,1027333.0,10912.0,1200555.0,2837.0,23124.0,25961.0,2487545.0,13352.0,3408.0,1
143613,2,-2,-2,2,40403.0,5470.0,4318.0,44721.0,1.0,283124.0,2.0,,50938.0,28596.0,500.0,80034.0,0.0,31806.0,31806.0,394964.0,1275.0,322.0,2
143659,2,-2,-2,2,148781.0,4349.0,846.0,149627.0,0.0,280036.0,1.0,74792.0,56375.0,59259.0,0.0,115634.0,7232.0,35284.0,42516.0,438186.0,3577.0,1321.0,1
143853,2,1,143853,2,75371.0,276.0,3263.0,78634.0,3.0,,2.0,,206296.0,1162883.0,13580.0,1382759.0,7353.0,80026.0,87379.0,2982027.0,2087.0,3877.0,1
143978,2,-2,-2,2,15745.0,11683.0,494.0,16239.0,3.0,,2.0,,75000.0,58500.0,17000.0,150500.0,0.0,35473.0,35473.0,443972.0,2704.0,16570.0,1
144005,2,-2,-2,2,421777.0,2449.0,5151.0,426928.0,0.0,2238194.0,2.0,0.0,318195.0,243143.0,97742.0,659080.0,20000.0,69188.0,89188.0,2986462.0,3247.0,2756.0,1
144014,4,-2,-2,-1,122668.0,66.0,74.0,122742.0,0.0,120457.0,2.0,,14364.0,8655.0,0.0,23019.0,0.0,6829.0,6829.0,150305.0,72.0,168.0,-1
144050,2,-2,-2,2,8366642.0,1470379.0,514644.0,8881286.0,4.0,13149610.0,2.0,0.0,6358223.0,11785341.0,177137.0,18320701.0,570644.0,1279097.0,1849741.0,33320052.0,64016.0,22571.0,1
144157,4,-2,-2,-1,50777.0,10869.0,3241.0,54018.0,0.0,,2.0,,43416.0,50127.0,29.0,93572.0,0.0,11165.0,11165.0,481333.0,445.0,235.0,-1
144166,2,-2,-2,-1,58951.0,13884.0,4556.0,63507.0,6.0,180247.0,2.0,,28022.0,45321.0,0.0,73343.0,0.0,15406.0,15406.0,268996.0,322.0,199.0,-1
144175,2,-2,-2,2,68000.0,10098.0,60.0,68060.0,1.0,,2.0,,1500.0,15000.0,500.0,17000.0,0.0,1000.0,1000.0,275000.0,25.0,35.0,1
144184,2,-2,-2,2,63640.0,0.0,1934.0,65574.0,0.0,384482.0,2.0,0.0,24700.0,23614.0,0.0,48314.0,0.0,11686.0,11686.0,444482.0,34.0,84.0,2
144193,2,-2,-2,2,66000.0,10000.0,1192.0,67192.0,1.0,,1.0,,39938.0,16156.0,0.0,56094.0,0.0,1534.0,1534.0,549137.0,60.0,22.0,2
144209,2,-2,-2,2,70808.0,8931.0,28028.0,98836.0,0.0,1218052.0,2.0,0.0,115714.0,10071.0,8500.0,134285.0,1500.0,45000.0,46500.0,1398837.0,400.0,250.0,1
144218,2,-2,-2,2,70442.0,0.0,22.0,70464.0,1.0,434527.0,2.0,0.0,10851.0,7262.0,3788.0,21901.0,100.0,13869.0,13969.0,470397.0,35.0,20.0,1
144281,1,-2,-2,2,299815.0,20453.0,36683.0,336498.0,2.0,2731971.0,1.0,652431.0,715961.0,81432.0,322260.0,1119653.0,27000.0,274608.0,301608.0,4153232.0,14932.0,4241.0,1
144351,2,-2,-2,2,159375.0,13178.0,5368.0,164743.0,1.0,,1.0,,82599.0,15792.0,0.0,98391.0,361.0,13765.0,14126.0,431524.0,2382.0,2088.0,1
144467,4,-2,-2,-1,6023.0,0.0,143.0,6166.0,0.0,106895.0,2.0,,15657.0,3020.0,0.0,18677.0,0.0,550.0,550.0,126122.0,0.0,3.0,-1
144564,1,-2,-2,2,68051.0,2031.0,4235.0,72286.0,0.0,253519.0,1.0,39018.0,19811.0,34068.0,4000.0,57879.0,4355.0,79418.0,83773.0,395171.0,877.0,353.0,1
144740,2,-2,-2,2,912930.0,29351.0,33475.0,946405.0,6.0,3865836.0,1.0,1310090.0,669353.0,3972003.0,120127.0,4761483.0,35445.0,592218.0,627663.0,9254982.0,6352.0,9054.0,1
144759,1,1,144759,2,322880.0,21827.0,37327.0,360207.0,27.0,1894498.0,2.0,,614250.0,428313.0,0.0,1042563.0,0.0,10800.0,10800.0,2947861.0,1430.0,2946.0,1
144865,1,-2,-2,2,253700.0,7140.0,52260.0,305960.0,0.0,3117048.0,1.0,425975.0,183785.0,332003.0,2300.0,518088.0,500.0,1328494.0,1328994.0,4964130.0,4084.0,2344.0,1
144883,4,-2,-2,-1,28420.0,158.0,2591.0,31011.0,0.0,140239.0,2.0,,9624.0,9555.0,630.0,19809.0,1976.0,3530.0,5506.0,165554.0,0.0,58.0,-1
144892,2,-2,-2,2,1036829.0,86200.0,44822.0,1081651.0,0.0,3234622.0,2.0,0.0,501803.0,1101275.0,12064.0,1615142.0,65535.0,293628.0,359163.0,5208927.0,18944.0,13415.0,1
144944,1,-2,-2,2,77945.0,0.0,6759.0,84704.0,0.0,,1.0,,164919.0,153557.0,0.0,318476.0,0.0,59135.0,59135.0,1219060.0,1110.0,778.0,1
144962,2,-2,-2,2,232607.0,25270.0,49058.0,281665.0,0.0,692376.0,2.0,0.0,216469.0,189434.0,27938.0,433841.0,5007.0,95742.0,100749.0,1226966.0,5948.0,2675.0,1
144971,1,-2,-2,2,95528.0,5000.0,779.0,96307.0,0.0,,1.0,,29100.0,58719.0,750.0,88569.0,1950.0,10416.0,12366.0,346186.0,1645.0,1659.0,2
